product_name,size_raw,price_raw,color,rating_score,count_rate,sold_count,first_comment,short_description,product_url,image_url,price_list,product_type
"Tinh Chất Sữa Ngô Sa Phạm – Siêu Phẩm Câu Trắm, Chép, Trôi",nan,90000,,0.0,,394,,"Tinh Chất Sữa Ngô là sản phẩm mới của thương hiệu mồi câu Sa Phạm đặc biệt thích hợp dùng cho câu cá Trắm, Cá Chép, Cá Trôi cực kỳ hiệu quả. Vị Ngô tinh khiết đậm đặc mà cực kỳ dễ chịu, giữ mùi lâu và lan tỏa rất rất nhanh trong nước.
Dung tích: 100ml đủ dùng cho 15 – 20 lần câu
Quý khách hàng có thể xem thêm các sản phẩm mồi câu và hương liệu của thương hiệu Sa Phạm tại đây",https://vuadocau.com/tinh-chat-sua-ngo-sa-pham/,https://vuadocau.com/wp-content/uploads/2023/10/tinh-chat-khoai-lang.jpg,[90000],khac
Mỡ Tra Máy Câu 104 SLPW Daiwa,nan,365000,,0.0,,203,,"Mỡ tra máy câu 104 SLPW Daiwa không chỉ là một sản phẩm bảo dưỡng đơn giản giúp bạn duy trì máy câu hoạt động một cách mượt mà và hiệu quả, đồng thời kéo dài tuổi thọ của máy câu. 
Thông số: Hộp 10g
Màu: Mỡ màu trắng",https://vuadocau.com/mo-tra-may-cau-104-slpw-daiwa/,https://vuadocau.com/wp-content/uploads/2023/10/mo-daiwa-104-1.jpg,[365000],khac
Hương liệu GUF Bột Sữa Ngọt,nan,60000,,0.0,,64,,"Hương liệu GUF bột sữa ngọt dành cho câu cá với hương vị ngọt tự nhiên dịu nhẹ kích thích cá chép vào ổ, tăng vị ngọt béo của mồi kích thích cá cực mạnh, được sử dụng công nghệ Đài Loan giúp đảm bảo an toàn môi trường và cá.
Trọng lượng: 50gr
Cách dùng: sau khi pha xong mồi rắc đều 1/3 nắp sữa ngọt cho 0.5kg ( có thể tăng giảm tùy theo thực tế cá cũ, cá mới, và thời tiết). Thích hợp môi trường dịch vụ, tự nhiên…
Lắc đều và hòa tan với nước trước khi sử dụng
Để tăng hiệu quả nên kết hợp với Cao Khoai, Trứng Sữa, Siêu Dụ…",https://vuadocau.com/huong-lieu-guf-bot-sua-ngot/,https://vuadocau.com/wp-content/uploads/2025/11/chep-thi-dau.jpg,[60000],khac
Hạt Xả Gấu Đen – Ngũ Cốc Hoa Quả,nan,100000,,4.67,6.0,67,Giang Người đánh giá đã mua hàng,"Được sản xuất dựa trên đặc tính ăn mồi của các loài cá trắm đen, trắm cỏ và cá chép. Hạt Xả Gấu Đen sẽ là bạn đồng hành tuyệt vời nhất cho các cần thủ, hãy thử trải nghiệm và bạn sẽ thấy thành quả tuyệt vời.
Loại: Dạng Hạt (8mm)
Trọng lượng : 1500gr/gói
Loại Cá Ưa Thích : Cá Trắm Đen, Trắm Cỏ, Cá Chép
Sản xuất : GUF
Đặc biệt:Sản phẩm được sản xuất từ nguyên liệu thô chất lượng cao, chọn lọc tỉ mỉ và áp dụng công nghệ ép nén hơi nước tiên tiến giúp cho hạt tan đều trong nước, giữ được nguyên hương vị và hương thơm ban đầu.",https://vuadocau.com/hat-xa-gau-den-ngu-coc-hoa-qua/,https://vuadocau.com/wp-content/uploads/2025/11/chep-thi-dau.jpg,[100000],khac
Cá Giả V55 Lurefans,no-6 | no-10 | no-14 | no-16 | no-27 | no-36 | no-37 | no-39 | no-55 | no-88,120000,no-6 | no-10 | no-14 | no-16 | no-27 | no-36 | no-37 | no-39 | no-55 | no-88,0.0,,92,,"Mồi câu lure cá lóc, cá chẽm V55 thương hiệu Lurefans cực nhạy. Action cực đẹp hấp dẫn cá săn mồi, màu sơn công nghệ nano siêu bền.
Thông số:
– Chiều dài : 55mm
– Trọng lượng : 11.5gr
– Luỡi BKK",https://vuadocau.com/ca-gia-v55-lurefans/,https://vuadocau.com/wp-content/uploads/2025/09/moi-vib-long-duoi-33.jpg,[120000],moi_cau
Máy Câu Đứng Daiwa XFire,xfire-2510rpe-h | xfire-2510pe-h | xfire-3012h,3450000 | 3600000,,0.0,,95,,"Máy câu cá Daiwa XFire phiên bản giành cho thị trường Nhật Bản chuyên giành cho câu biển, sự lựa chọn tuyệt vời cho anh em cần thủ.
2510PE-H: Vòng tua: 5.6:1 – Thu dây: 84cm – Trọng lượng: 205g –  Vòng bi: 7+1 – Sức chứa dây PE: 1.0/200m, 1.5/150m – Giá bán 3450k
2510RPE-H: Vòng tua: 5.6:1 – Thu dây: 84cm – Trọng lượng: 220g –  Vòng bi: 7+1 – Sức chứa dây PE: 1.0/200m, 1.5/150m – Giá bán 3450k
3012H: Vòng tua: 5.6:1 – Thu dây: 95cm – Trọng lượng: 235g –  Vòng bi: 7+1 – Sức chứa dây PE: 1.0/280m, 1.5/200m – Giá bán 3600k
Giá sản phẩm đã rẻ kịch khung, không khuyến mại – không free ship. Sản phẩm cực tốt Vua Đồ Câu đề xuất cho mọi cần thủ câu nước mặn, phiên bản được bán tại thị trường Nhật. Thích hợp sử dụng câu lure nước mặn. Chi tiết tại website Daiwa Japan: Xem tại đây",https://vuadocau.com/may-cau-daiwa-xfire/,https://vuadocau.com/wp-content/uploads/2025/12/regal24-3000scxh.jpg,"[3450000, 3600000]",may_cau_dung
"Túi Bi Sắt 7mm, 8mm Ổ Trục Xe Đạp",7mm | 8mm,75000,,0.0,,56,,"Bi Sắt 7mm, 8mm Ổ Trục Xe Đạp bi tròn tuyệt đối, hợp kim siêu cứng có thể sử dụng cho nhiều mục đích khác nhau.
Thông số:
–  1 Túi 1 kg
–  Số lượng 480 – 560 (tuỳ vào 7mm hay 8mm)",https://vuadocau.com/bi-sat-7mm-8mm-o-truc-xe-dap/,https://vuadocau.com/wp-content/uploads/2025/12/na-ban-ca-1.jpg,[75000],khac
Cần Câu Cá Tầm Xanh Tối Cao Thế Hệ 5 20H [Màu Xanh],4m5 | 5m4 | 6m3 | 7m2 | 8m1 | 9m | 10m | 11m | 12m,1600000 | 1800000 | 2000000 | 2200000 | 2400000 | 2600000 | 2800000 | 3100000 | 3400000,,4.91,11.0,248,Nguyễn Duy Bảo Người đánh giá đã mua hàng,"Cần câu tay săn hàng Tầm Xanh Tối Cao thế hệ 5 Xanh phiên bản mới tải cá cực cao, chịu lực kéo lên đến 150kg. Thích hợp cho cần thủ săn hàng trắm đen hồ tự nhiên, hồ dịch vụ không ngại bất kỳ một ẩn số nào. Câu cá săn hàng giờ đã trở lên dễ dàng hơn, yên tâm hơn với Tầm Xanh thế hệ 5.
Chi tiết giá bán:
Chiều dài 4m5: 1.600.000đ
Chiều dài 5m4: 1.800.000đ
Chiều dài 6m3: 2.000.000đ
Chiều dài 7m2: 2.200.000đ
Chiều dài 8m1: 2.400.000đ
Chiều dài 9m0: 2.600.000đ
Chiều dài 10m0: 2.800.000đ
Chiều dài 11m0: 3.100.000đ
Chiều dài 12m0: 3.400.000đ",https://vuadocau.com/can-cau-ca-tam-xanh-toi-cao-the-he-5/,https://vuadocau.com/wp-content/uploads/2025/11/vuong-quyen-th2.jpg,"[1600000, 1800000, 2000000, 2200000, 2400000, 2600000, 2800000, 3100000, 3400000]",khac
Cần Lure Máy Ngang Câu Cá Lóc Rapala Snakehead Hunter II,nan,1850000,,0.0,,78,,"Cần câu lure cá lóc Snakehead Hunter của hãng Rapala là phiên bản đặc biệt sản xuất giành riêng cho thị trường châu Á với những tính năng và công nghệ lấy lòng khách hàng.
Thông số:
–  Độ cứng MH
–  Khoen: Fuji 
–  Chiều dài 2m13
–  Trọng lượng: 160g 
–  Tải mồi 7 – 21g
–  Nhấc tỉnh 10kg",https://vuadocau.com/can-cau-lure-ca-loc-rapala-snakehead-hunter-ii/,https://vuadocau.com/wp-content/uploads/2021/07/Quang-My-Ly-7h-300x300.jpg,[1850000],moi_cau
Bộ 6 Spinner DW06,nan,175000,,0.0,,72,,"Bộ 6 spinner DW06 câu lure cá ngựa nam, câu lure cá thểu, cá chày cực nhạy. Mồi thìa xoay action đẹp đặc biệt hiệu quả câu chày, thểu, ngựa",https://vuadocau.com/bo-6-spinner-dw06/,https://vuadocau.com/wp-content/uploads/2023/08/can-vot-vuong-quyen.jpg,[175000],khac
Bộ 5 Khoá Lure Seasky,1-0 | 2-0 | 3-0,40000,,0.0,,79,,Khoá lure Seasky được sản xuất bằng chất liệu thép siêu bền với khả năng chịu lực cao kết hợp trục chống xoắn công nghệ mới. Đây là một lựa chọn tuyệt vời cho những cần thủ câu lure.,https://vuadocau.com/bo-5-khoa-lure-seasky/,https://vuadocau.com/wp-content/uploads/2025/11/ao-phantom-camo-guf.jpg,[40000],moi_cau
Chống Cần Câu Đài Giá Rẻ CK01,nan,95000,,0.0,,23,,"Chống cần, gác cần câu đài có chân cắm đất giá rẻ chất liệu thép không gỉ chịu tải cao.
Thông số
Vật liệu: Thép không gỉ
Chiều dài: 2m1+2m4",https://vuadocau.com/chong-can-cau-dai-gia-re-ck01/,https://vuadocau.com/wp-content/uploads/2020/11/X-rool-300x300.jpg,[95000],khac
Súng Cao Su Ma Tước Ná Thun Cực Chất,nan,150000,,0.0,,161,,"Ná Cao Su Ma Tước cắt 3D CNC với thiết kế cân đối và tinh tế giúp bi bay chuẩn xác và cực mạnh, chất liệu không han gỉ vĩnh cửu với thời gian.
Thông số: 
–  Dài 11cm, Rộng 8,5cm
–  Chất liệu: Ná được đúc bằng hợp kim nhôm nguyên khối không gỉ sét.
–  Tay cầm vân sần ABS cầm cực kỳ chắc tay
–  Chạc cắt CNC chuẩn 100%.
–  Thước ngắm tăng khả năng chính xác
Tặng kèm: 
–  2 thun cao su 2 lớp lực co giãn siêu mạnh ( Trị giá 30.000) 
–  Túi bi sắt đường kính 8mm (Trị giá 20.000) 
Giao hàng:
–  Giao hàng COD toàn quốc 3 – 4 ngày
–  Phí giao hàng từ 25000 – 35000 tuỳ từng khu vực. 
Bảo hành: 
–  Đền 100% tiền nếu trong quá trình sử dụng có bất kỳ hỏng hóc nào phát sinh.
–  Giảm 10 – 20% cho khách hàng cũ quay lại mua bi và thun cao su",https://vuadocau.com/sung-cao-su-ma-tuoc-na-thun-cuc-chat/,https://vuadocau.com/wp-content/uploads/2025/07/na-go-mun-beo-1.jpg,[150000],khac
"Gác Cần, Chống Cần Stuning Star Săn Hàng",2m4 | 2m7 | 3m,305000 | 325000 | 345000,Vàng đen (bắt mắt | dễ nhận diện),4.71,7.0,66,Dũng Người đánh giá đã mua hàng,"Gác cần, chống cần Stuning Star là sản phẩm phụ kiện câu cá chất lượng cao thuộc dòng Benous (có thể là biến thể hoặc series chuyên biệt của thương hiệu Benous), chuyên dùng cho kỹ thuật câu đài, câu tay hoặc câu hố đấu. Với thiết kế hiện đại, màu sắc đa dạng (như đen đỏ, xanh đen), và vật liệu carbon cao cấp, sản phẩm này giúp cần thủ gác cần ổn định, giảm mỏi tay trong các buổi câu dài. Đây là lựa chọn phổ biến cho anh em câu cá từ mới bắt đầu đến chuyên nghiệp, đặc biệt khi săn cá vừa (dưới 5kg) ở hồ dịch vụ hoặc sông tự nhiên. 
Đặc điểm chi tiết:
— Vật liệu: Carbon mật độ cao + inox chống gỉ (siêu nhẹ, chịu lực tốt)
—  Chiều dài: 2.4m – 2m7-3m
— Trọng lượng: 400-500g (dễ mang theo, không nặng nề)
— Độ cứng/Tải trọng: Chịu tải 5-10kg (phù hợp cần đài nặng, săn hàng vừa)
— Màu sắc: Vàng đen (bắt mắt, dễ nhận diện)
— Phụ kiện kèm: Ngọn đỡ cần (ngoe kẹp), khớp xoay 360°.",https://vuadocau.com/gac-can-stuning-star-san-hang/,https://vuadocau.com/wp-content/uploads/2025/11/phao-cau-co-den-W-20.jpg,"[305000, 325000, 345000]",khac
Khai Vị Sa Phạm – Hương Liệu Dụ Cá,nan,90000,,0.0,,238,,"Hương liệu dụ cá Khai Vị Sa Phạm là sự lựa chọn tuyệt vời trong điều kiện thời tiết nắng nóng, nước thiếu oxy hoặc trời lạnh cá biếng ăn. Với mùi thơm dịu nhẹ được phá chế từ nhiều hương liệu và tinh chất kích thích cá ham mồi.
Dung tích: 100ml dùng được khoảng 15 – 20 lần câu
Quý khách hàng có thể xem thêm các sản phẩm mồi câu và hương liệu của thương hiệu Sa Phạm tại đây",https://vuadocau.com/khai-vi-sa-pham-huong-lieu-du-ca/,https://vuadocau.com/wp-content/uploads/2023/10/tinh-chat-khoai-lang.jpg,[90000],khac
Bộ 3 Chậu Pha Mồi Câu Đài Giá Rẻ,nan,75000,,0.0,,5,,"Bộ 3 chậu pha mồi câu đài giá rẻ siêu bền không thể vỡ. Chống dính tuyệt đối, độ bền tuyệt đối, mua một lần dùng mãi mãi.
Kích thước:
Chậu to: Đường kính 31cm, cao 6cm
Chậu vừa: Đường kính 28cm, cao 6cm
Chậu nhỏ: Đường kính 24cm, cao 6cm",https://vuadocau.com/bo-3-chau-pha-moi-cau-dai-gia-re/,,[75000],moi_cau
Mồi Câu Cá Lóc Cicada Mỹ,3-4-oz-21-gram,200000,Bare Naked | Black Chartreuse | Black Nickel Purple | Copper Orange | Firetiger | Gold Chartreuse | Gold Hot Green | Gold Orange | Green Glow | Nickel Silver | Red Glow | Shad | Silver Blue | Silver Chartreuse | Silver Glow | Silver Hot Green | Silver Orange | Silver Red,5.0,3.0,153,Lê Đức Toàn Người đánh giá đã mua hàng,"Mồi cicada Mỹ là một siêu phẩm câu lure cá lóc, nheo, trê lai cực nhạy được nhiều cần thủ yêu thích. Action rung lắc cực hấp dẫn, câu rê tầng đáy với lưỡi đôi giảm khả năng bị vướng.",https://vuadocau.com/moi-cau-ca-loc-cicada-my/,https://vuadocau.com/wp-content/uploads/2025/09/moi-vib-long-duoi-33.jpg,[200000],moi_cau
Mồi câu Chép Siêu Tốc Biệt Đội Săn Hàng Siêu Nhạy,nan,50000,,0.0,,66,,"Mồi câu Chép Siêu Tốc “Biệt Đội Săn Hàng Siêu Nhạy” là một sản phẩm chuyên dụng dành cho các cần thủ đam mê câu cá chép, được thiết kế để tối ưu hóa hiệu quả câu ở cả phương pháp câu đài và câu lục. 
Hiệu quả cao, thu hút cá nhanh:
Mồi được sản xuất với công thức đặc biệt, kích thích khứu giác của cá chép, giúp tăng khả năng dụ cá nhanh chóng, hiệu quả trong mọi điều kiện thời tiết.
Phù hợp để câu cá chép tự nhiên và trong các hồ dịch vụ, đồng thời có thể dùng cho các loại cá khác như cá rô phi, trắm, trôi.
Trọng lượng: 500gram
Có sẵn hương liệu bên trong",https://vuadocau.com/moi-cau-chep-sieu-toc-biet-doi-san-hang-sieu-nhay/,https://vuadocau.com/wp-content/uploads/2025/11/chep-thi-dau.jpg,[50000],moi_cau
Máy Câu Ngang Daiwa Alphas Air TW 2020,tay-trai-8-6l,6000000,,0.0,,1,,"Máy Câu Ngang Daiwa Alphas Air TW 2020 là máy câu tinh tế hoàn toàn mới với hệ thống thu dây cấp TW. Khung thân bằng hợp kim nhôm để sử dụng trong nước mặn. Made in Thailan
Thông số: 
-Tay trái | Vòng tua: 8.6:1 | Trọng lượng: 160g | Drag: 3.5kg | Thu dây: 75cm | Vòng bi: 6 | PE: #0.8/45m | Giá bán: 6.000.000đ",https://vuadocau.com/may-cau-ngang-daiwa-alphas-air-tw-2020/,https://vuadocau.com/wp-content/uploads/2025/11/may-cau-bassx100-2024-5.jpg,[6000000],may_cau_ngang
Lưỡi Câu Ba Tiêu Cultiva Owner Stinger ST-36RD,6 | 8 | 10 | 12,155000,,0.0,,107,,"Cultiva Owner Stinger ST-36RD là một loại lưỡi câu hàng đầu sử dụng trong môi trường nước lợ của hãng Owner danh tiếng từ Nhật Bản. Thích hợp sử dụng câu lure cá lóc, cá thểu, cá ngựa nam và nhiều loại cá khác.
Lưỡi được phủ một lớp siêu mỏng giúp duy trì độ sắc nét lâu dài. Đồng giá 155.000đ/7 lưỡi cho tất cả các size.
Sản xuất tại Trung Quốc
–  Size 12 phù hợp cho câu cá chày, ngựa nam, thểu
–  Size 10 phù hợp cho câu cá lóc, cá tráp, thểu
–  Size 8 phù hợp cho câu cá lóc, cá tráp, cá măng
–  Size 6 phù hợp cho câu cá chẽm (vược), hồng, măng, mú.",https://vuadocau.com/cultiva-owner-stinger-st-36rd/,https://vuadocau.com/wp-content/uploads/2024/09/worm-30-4.jpg,[155000],luoi_cau
Vỉ Khóa Link Số 9 Câu Cá Chống Xoắn,size-m | size-l | size-s,10000,,0.0,,1606,,"*Thông Số Kĩ Thuật :
*Khóa link số 9
– Chất liệu :Thép không gỉ + Silicon cao cấp
+ Đen Bạc ( 5 chiếc )
– Ưu điểm :
+ Lực kéo mạnh
+ Đầu khóa link xoay 360 độ
+ Tốc độ và lực kéo cao, siêu nhanh
+ Bền – không sợ ăn mòn
+ Độ ma sát thấp
+ Ngăn ngừa tình trạng rối dây và quấn dây .
– Kích thước : S , M , L",https://vuadocau.com/vi-khoa-link-so-9-cau-ca-chong-xoan/,https://vuadocau.com/wp-content/uploads/2024/05/khoa-so-9-3.jpg,[10000],khac
Lưỡi Móc Mồi Mềm Decoy Worm 230G Maki Sasu Blade Gold,3-0-2 | 4-0-2,140000,,5.0,5.0,379,0911667887 Người đánh giá đã mua hàng,"Lưỡi Móc Mồi Mềm Decoy Worm 230G Maki Sasu Blade Gold siêu phẩm cho cần thủ câu lure. Thích hợp cho câu lure cá lóc, cá chẽm, các loại cá săn mỗi với lưỡi cực bén cá ăn là gần như không thể thoát.
Kích thước: # 3/0
– Quy cách: 2 lưỡi trong 1 gói
– Trọng lượng chì: 3,5 gram
– Mô hình lưỡi: Willow Leaf Gold
Kích thước: # 4/0
– Quy cách: 2 lưỡi trong 1 gói
– Trọng lượng chì: 3,5 gram
– Mô hình lưỡi: Willow Leaf Gold",https://vuadocau.com/luoi-moc-moi-mem-decoy-worm-230g-maki-sasu-blade-gold/,https://vuadocau.com/wp-content/uploads/2024/09/worm-30-4.jpg,[140000],moi_cau
Mồi Câu Tổng Hợp Số 1 Sa Phạm,nan,30000,,0.0,,537,,"Mồi Câu Cá Tổng Hợp Số 1 Sa Phạm thích hợp câu cá ở các điểm câu tự nhiên hoặc bán tự nhiên câu Chép, trắm, trôi, rô phi siêu nhạy.
Trọng lượng tịnh: 300gr
Quý khách hàng có thể xem thêm các sản phẩm mồi câu và hương liệu của thương hiệu Sa Phạm tại đây",https://vuadocau.com/moi-cau-tong-hop-so-1-sa-pham/,https://vuadocau.com/wp-content/uploads/2023/10/tinh-chat-khoai-lang.jpg,[30000],moi_cau
Máy Câu Dọc Daiwa 22 Salamandura,fc-lt-2000s-h | fc-lt-2500s | lt-2500 | lt-3000s-c | lt-3000s-cxh,3800000 | 3900000 | 4000000,,5.0,4.0,64,Duy Quân Người đánh giá đã mua hàng,"Máy câu dọc Daiwa 22 Salamandura phiên bản máy câu tầm trung siêu nhẹ, siêu khỏe với nhiều công nghệ mới nhất của Daiwa, sự lựa chọn hoàn hảo cho câu suối, câu lóc, chẽm tại Việt Nam.
Thông số chi tiết:
FC LT 2000S-H: Gear ratio: 5.1:1 | Tốc độ thu dây: 76cm | Bearings: 7/1 | Trọng lượng: 175g | Drag: 5kg | Chứa dây PE: 0.6/150m | Giá bán: 3.800.000đ
LT 2500: Gear ratio: 5.2:1 | Tốc độ thu dây: 73cm | Bearings: 7/1 | Trọng lượng: 195g | Drag: 10kg | Chứa dây PE: 1.0/140m | Giá bán: 3.900.000đ
FC LT 2500S: Gear ratio: 5.2:1 | Tốc độ thu dây: 73cm | Bearings: 7/1 | Trọng lượng: 190g | Drag: 5kg | Chứa dây PE: 1.0/140m | Giá bán: 3.900.000đ
LT 3000S-C: Gear ratio: 5.2:1 | Tốc độ thu dây: 77cm | Bearings: 7/1 | Trọng lượng: 205g | Drag: 10kg | Chứa dây PE: 1.0/190m | Giá bán: 4.000.000đ
LT 3000S-CXH: Gear ratio: 6.2:1 | Tốc độ thu dây: 93cm | Bearings: 7/1 | Trọng lượng: 205g | Drag: 10kg | Chứa dây PE: 1.0/190m | Giá bán: 4.000.000đ",https://vuadocau.com/may-cau-doc-daiwa-22-salamandura/,https://vuadocau.com/wp-content/uploads/2025/12/regal24-3000scxh.jpg,"[3800000, 3900000, 4000000]",khac
Máy Câu Ngang Shimano Calcutta Conquest DC,dc-100-hg-tay-phai | dc-101-hg-tay-trai | dc-200-hg-tay-phai | dc-201-hg-tay-trai,12300000,,5.0,13.0,76,Huy Lê Người đánh giá đã mua hàng,"Máy ngang Calcutta Conquest DC 2020 là một mẫu flagship mới của Shimano, một siêu phẩm cho mọi điều kiện thời tiết. Với công nghệ chống rối dây hàng đầu hiện nay kể cả trong điều kiện gió lớn.
Conquest DC 100/101 HG 2020 – Vòng tua: 6.8:1
Mỗi vòng quay 70cm
Trọng lượng: 240g
Vòng bi: 12 + 1
Chịu tải: 4.0kg
Sức chứa dây (lb-m): 12/100, 14-90, 16-80
*Lưu ý: 100 là tay phải, 101 là tay trái
Conquest DC 200/201 HG 2020 – Vòng tua: 6.2:1
Mỗi vòng quay 74cm
Trọng lượng: 265g
Vòng bi: 12 + 1
Chịu tải: 6.0kg
Sức chứa dây (lb-m): 14-145, 16-120, 20-100
*Lưu ý: 200 là tay phải, 201 là tay trái
Sản xuất tại Nhật Bản",https://vuadocau.com/shimano-calcutta-conquest-dc-2019/,https://vuadocau.com/wp-content/uploads/2025/11/may-cau-bassx100-2024-5.jpg,[12300000],may_cau_ngang
Trạng Cao Su Lưỡng Long Chầu Nguyệt,nan,265000,,0.0,,27,,"Lấy ý tưởng từ hình tượng lưỡng long chầu nguyệt trong dân gian Việt Nam chúng tôi đã cho ra đời mẫu ná Lưỡng Long Chầu Nguyệt cực chất này.
Thông số: 
–  Dài 11,5cm, Rộng 8cm
–  Chất liệu: Ná được cắt CNC bằng hợp kim nhôm nguyên khối không gỉ sét.
–  Thân và tay cầm được cuốn dù sinh tồn tạo cảm giác mạnh mẽ và cá tính. 
–  Thiết kế chuẩn xác và tinh tế giúp đạn đi xa và chính xác. 
Tặng kèm: 
–  2 thun cao su lực co giãn siêu mạnh ( Trị giá 30.000) 
–  Túi bi bắn ná đường kính 8mm (Trị giá 20.000) 
Giao hàng:
–  Giao hàng COD toàn quốc 3 – 4 ngày
–  Phí giao hàng từ 25000 – 35000 tuỳ từng khu vực. 
Bảo hành: 
–  Đền 100% tiền nếu trong quá trình sử dụng có bất kỳ hỏng hóc nào phát sinh.",https://vuadocau.com/na-cao-su-luong-long-chau-nguyet/,https://vuadocau.com/wp-content/uploads/2025/07/na-go-mun-beo-1.jpg,[265000],khac
Hộp 5 sét phụ kiện làm trục câu đài chống nổ [Loại Víp],s-day-1-5-3-0 | 2s-day-1-0-2-0 | m-day-2-5-4-0 | l-day-3-5-6-0,75000,,0.0,,325,,"Hộp 5 sét phụ kiện làm trục câu đài chống nổ. Sét đầy đủ để làm thành 5 bộ trục câu đài hoàn chỉnh, các sản phẩm trong sét phụ kiện này đều là hàng cao cấp siêu víp, quý khách hàng hoàn toàn yên tâm về chất lượng sản phẩm.
Bao gồm:
– 5 tép hạt chặn 7 +  2 chất liệu silicon loại cao cấp. Độ đàn hồi, độ đồng tâm cực chuẩn, không làm xước dây trục
– 5 viên chì lõi bên trong độ mịn cực cao và chống mài mòn sau nhiều lần giật cá
– 5 Khóa số 8 hợp kim thép siêu chịu tải
– 5 Chân cắm phao siêu hút ngay cả khi bạn cắm chân phao siêu nhỏ
– 5 Gim trục
Hướng dẫn chọn size:
– 3S dùng cho dây #0.6 – #1.5
– 2S dùng cho dây #1.0 – #2.0
– S dùng cho dây #1.5 – #3.0
– M dùng cho dây #2.5 – #4.0
– L dùng cho dây #3.5 – #6.0",https://vuadocau.com/hop-5-set-phu-kien-lam-truc-cau-dai-chong-no-loai-vip/,https://vuadocau.com/wp-content/uploads/2025/11/phao-cau-co-den-W-20.jpg,[75000],khac
[Gói 12 con] Mồi mềm câu lure cá lóc T70,a | b | c | d | e | f | g | h | i | k,25000,a | b | c | d | e | f | g | h | i | k,0.0,,222,,"Mồi mềm câu lure T70 với chất lượng cao su siêu bền thích hợp câu lure cá lóc. Sản phẩm đã được nhiều cần thủ trải nghiệm và cho hiệu quả rất cao.
Thông số: 
Chiều dài: 70mm
Trọng lượng: 2 gram
Quy cách đóng gói: 12con/gói",https://vuadocau.com/moi-mem-cau-lure-ca-loc-t70/,https://vuadocau.com/wp-content/uploads/2025/08/moi-tom-mem-ft07-04.jpg,[25000],moi_cau
Combo kìm và kẹp cá CD18,nan,180000,,0.0,,155,,"Combo kìm kẹp cá CD18 với mức giá phải chăng nhưng vừa đủ để sử dụng cho cần thủ câu lure, kìm và kẹp là một phụ kiện không thể thiếu với bất kỳ cần thủ nào.",https://vuadocau.com/combo-kim-va-kep-ca-cd18/,https://vuadocau.com/wp-content/uploads/2023/08/4538722651_1844997361.jpg,[180000],khac
Set 10 thẻo câu đài buộc sẵn LINNHUE TC05,luoi-4-day-1-5 | luoi-5-day-2-0 | luoi-6-day-2-5 | luoi-7-day-3-0 | luoi-8-day-3-0 | luoi-9-day-3-5 | luoi-10-day-3-5,30000,,0.0,,430,,"Set 10 thẻo câu đài buộc sẵn loại tốt LINNHUE TC05 thích hợp câu chép, rô, trắm trôi. Lưỡi siêu cứng, bén với dây cước cực dai không xoăn dây.
Loại: Iseni
Chiều dài: 45cm",https://vuadocau.com/set-10-theo-cau-dai-buoc-san-tc05/,https://vuadocau.com/wp-content/uploads/2025/11/phao-cau-co-den-W-20.jpg,[30000],khac
Cần Câu Lure Máy Đứng Shimano Scorpion,2651r2-dai-1m98 | 2651r5-dai-1m98 | 2702r2-dai-2m13 | 2832-rs2-dai-2m51,5600000 | 6000000 | 6750000 | 6950000,,0.0,,24,,"Cần lure Shimano Scorpion là một trong những dòng sản phẩm nhận được rất nhiều ưu ái của Shimano với ngoại hình chau chuốt cực kỳ bắt mắt. Trang bị rất nhiều công nghệ nổi bật Spiral X, HI-POWER X, CI4+.
Model: 2651R5 – Dài 1m98 | Số khúc: 5 | Rút gọn: 47cm | Trọng lượng: 117g | Tải mồi: 5 – 15g | Tải dây: 5-12 lb | Action : Regular | Madein China | Giá bán: 6.000.000đ
Model: 2651R2 – Dài 1m98 | Số khúc: 2 | Rút gọn: 130cm | Trọng lượng: 117g | Tải mồi: 5 – 15g | Tải dây: 5-12 lb | Action : Regular | Madein Indonesia | Giá bán: 5.600.000đ
Model: 2702R2 – Dài 2m13 | Số khúc: 2 | Rút gọn: 130cm | Trọng lượng: 130g | Tải mồi: 7 – 20g | Tải dây: 2-20 lb | Action : Regular  | Madein Indonesia | Giá bán: 6.750.000đ
Model: 2832RS2 – Dài 2m51 | Số khúc: 2 | Rút gọn: 130cm | Trọng lượng: 152g | Tải mồi: 7 – 30g | Tải dây: 5-12 lb | Action : Regular Slow | Madein Indonesia | Giá bán: 6.950.000đ",https://vuadocau.com/spin-shimano-scorpion/,https://vuadocau.com/wp-content/uploads/2025/08/can-cau-daiwa-lurenist.jpg,"[5600000, 6000000, 6750000, 6950000]",can_cau_may
Nhái Hơi HD55,a1 | a2 | a3 | a4 | a5,130000,a1 | a2 | a3 | a4 | a5,0.0,,108,,"Mồi nhái giả câu cá lóc nhái hơi HD55 câu lure cá lóc cực nhạy. Nhái hơi Thái Lan thích hợp cho nhiều địa hình, chống vướng cực tốt.
Thông số:
–  Cao su 3 lớp bền đẹp
–  Dài 55mm
–  Nặng 10 gram
–  Thìa tạo bọt 
–  Lưỡi đôi siêu bén",https://vuadocau.com/nhai-hoi-hd55-nhai-gia-cau-ca-loc/,https://vuadocau.com/wp-content/uploads/2021/07/Quang-My-Ly-7h-300x300.jpg,[130000],khac
